X,subject,LLM,p0,p1,p2,p3,p4,p5,n_round1,n_round2,n_round3,n_round4,n_round5,n_round6,n_round7,n_round8,n_round9,n_round10,n_round11,n_round12,n_round13,n_round14,n_round15,n_round16,treatment,temperature,ci_lower_p0,ci_upper_p0,ci_lower_p1,ci_upper_p1,ci_lower_p2,ci_upper_p2,ci_lower_p3,ci_upper_p3,ci_lower_p4,ci_upper_p4,ci_lower_p5,ci_upper_p5,ci_lower_n_round1,ci_upper_n_round1,ci_lower_n_round2,ci_upper_n_round2,ci_lower_n_round3,ci_upper_n_round3,ci_lower_n_round4,ci_upper_n_round4,ci_lower_n_round5,ci_upper_n_round5,ci_lower_n_round6,ci_upper_n_round6,ci_lower_n_round7,ci_upper_n_round7,ci_lower_n_round8,ci_upper_n_round8,ci_lower_n_round9,ci_upper_n_round9,ci_lower_n_round10,ci_upper_n_round10,ci_lower_n_round11,ci_upper_n_round11,ci_lower_n_round12,ci_upper_n_round12,ci_lower_n_round13,ci_upper_n_round13,ci_lower_n_round14,ci_upper_n_round14,ci_lower_n_round15,ci_upper_n_round15,ci_lower_n_round16,ci_upper_n_round16
90,90,claude3,0.741538848,0.133361524,1.94E-08,1.56E-08,4.50E-08,0.125099548,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
91,91,claude3,0.572269688,0.339044588,3.09E-08,5.80E-08,0.026182974,0.062502662,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
92,92,claude3,0.434364817,0.406566456,0.059041635,6.75E-08,0.037524499,0.062502525,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
93,93,claude3,0.81971649,0.169712524,2.09E-10,1.22E-12,0.010570847,1.39E-07,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
94,94,claude3,0.332231867,0.542735331,1.24E-08,2.39E-08,2.34E-08,0.125032743,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
95,95,claude3,0.420941621,0.532312219,1.39E-08,0.04674612,1.19E-08,1.54E-08,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
96,96,claude3,0.652004418,0.285493167,3.77E-10,4.78E-09,5.43E-08,0.062502356,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
97,97,claude3,0.680569567,0.319430387,2.74E-09,5.42E-11,2.14E-08,2.19E-08,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
98,98,claude3,0.471822874,0.403135798,1.39E-08,2.79E-08,3.44E-08,0.125041251,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
99,99,claude3,0.742768238,0.257231712,8.43E-12,1.15E-09,2.31E-08,2.59E-08,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
100,100,claude3,0.789584036,0.197938892,3.81E-19,3.45E-09,0.012476858,2.11E-07,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
